ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
20.150.194.49,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-150-0-0-1,MSFT,DIRECT ALLOCATION,20.150.0.0,20.153.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwsmb2448.stretchoid.com,True
20.65.193.204,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdsspd1cc3.stretchoid.com,True
217.154.38.191,8560,ripencc,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",GB,IP Operations; AS8560-MNT; IONOS SE; Abuse Department; IP Administration,,217.154.38.0 - 217.154.38.255,gb-wtr-ionos-cloud-bhx1,ASSIGNED PA,217.154.38.0,217.154.38.255,GB,217.154.32.0 - 217.154.38.255,abuse@ionos.com,,,,,,,ip217.154.38-191.pbiaas.com,True
67.207.88.63,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-67-207-64-0-1,DIGITALOCEAN-67-207-64-0,DIRECT ALLOCATION,67.207.64.0,67.207.95.255,,NET-67-0-0-0-0,,,,,,,,,True
64.62.156.203,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-88-1.shadowserver.org,True
154.83.197.73,135377,afrinic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,Cloud Innovation Support,,154.83.197.0 - 154.83.197.255,,ASSIGNED PA,154.83.197.0,154.83.197.255,US,154.80.0.0 - 154.95.255.255,,,,,,,,,True
64.62.197.209,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-50m.shadowserver.org,True
116.205.237.220,55990,apnic,"HWCSNET Huawei Cloud Service data center, CN",CN,Liu Liqun; IRT-CNNIC-CN; Gui xiaowei,,116.205.128.0 - 116.205.255.255,HWCSNET,ALLOCATED PORTABLE,116.205.128.0,116.205.255.255,CN,,ipas@cnnic.cn,,,,,,,ecs-116-205-237-220.compute.hwclouds-dns.com,True
193.163.125.179,211298,ripencc,"DRIFTNET, GB",GB,Driftnet Hostmaster; lir-uk-driftnet-1-MNT,,193.163.125.128 - 193.163.125.255,DRIFTNET-IPV4-B,LIR-PARTITIONED PA,193.163.125.128,193.163.125.255,GB,193.163.125.0 - 193.163.125.255,network-abuse@driftnet.io,,,,,,,prudent.census.internet-measurement.com,True
165.154.172.56,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.172.0 - 165.154.173.255,UCLOUD-US,ALLOCATED NON-PORTABLE,165.154.172.0,165.154.173.255,US,,hegui@ucloud.cn,,,,,,,,True
184.105.139.73,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-184-105-139-64-1,HURRICANE-CE2897-015D9281,ALLOCATION,184.105.139.64,184.105.139.127,,NET-184-104-0-0-1,,,,,,,,scan-03a.shadowserver.org,True
64.62.197.123,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-40b.shadowserver.org,True
20.65.194.133,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdsseqsn18.stretchoid.com,True
43.228.157.200,205759,apnic,"GHOSTYNETWORKS, US",SG,Masha Kashi; IRT-GZSYSTEMS-HK,,43.228.157.0 - 43.228.157.255,Cyber-Security-SG,ASSIGNED NON-PORTABLE,43.228.157.0,43.228.157.255,SG,,admin@pointtoserver.com,,,,,,,,True
20.169.104.253,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwsvd839p.stretchoid.com,True
66.132.186.248,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys, Inc.; Censys Legal Team",,NET-66-132-186-0-1,CENSY,DIRECT ALLOCATION,66.132.186.0,66.132.186.255,,NET-66-0-0-0-0,,,,,,,,248.186.132.66.censys-scanner.com,True
167.99.246.149,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-167-99-0-0-1,DIGITALOCEAN-167-99-0-0,DIRECT ALLOCATION,167.99.0.0,167.99.255.255,,NET-167-0-0-0-0,,,,,,,,,True
20.65.193.130,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdssc8qbhh.stretchoid.com,True
47.245.139.222,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
20.168.0.84,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgo7awl7.stretchoid.com,True
47.245.143.10,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
20.65.195.17,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdssb2b8ir.stretchoid.com,True
139.135.45.151,9541,apnic,"CYBERNET-AP Cyber Internet Services Pvt Ltd., PK",PK,Amjad Qasmi; IRT-CYBERNET-PK,,139.135.44.0 - 139.135.47.255,CYBERNET-PK,ASSIGNED NON-PORTABLE,139.135.44.0,139.135.47.255,PK,,noc-abuse@cyber.net.pk,,,,,,,,True
20.169.106.77,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgagqzdq.stretchoid.com,True
216.218.206.108,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-216-218-206-64-1,HURRICANE-CE2897-8B8B5023,ALLOCATION,216.218.206.64,216.218.206.127,,NET-216-218-128-0-1,,,,,,,,scan-07j.shadowserver.org,True
195.184.76.110,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,reggie.probe.onyphe.net,True
8.211.43.218,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,8.208.0.0 - 8.223.255.255,ASEPL-SG,ALLOCATED PORTABLE,8.208.0.0,8.223.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
135.237.126.210,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,135.237.0.0 - 135.237.255.255,cloud,ASSIGNED PA,135.237.0.0,135.237.255.255,US,135.224.0.0 - 135.241.255.255,abuse@microsoft.com,,,,,,,azpdesnuhvmd.stretchoid.com,True
195.184.76.126,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,lam.probe.onyphe.net,True
65.49.20.103,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-20-64-1,HURRICANE-CE2897-3D419FB3,ALLOCATION,65.49.20.64,65.49.20.127,,NET-65-49-0-0-1,,,,,,,,scan-18i.shadowserver.org,True
60.14.4.40,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,ChinaUnicom Hostmaster; IRT-CU-CN; Binghui Gao,,60.14.0.0 - 60.15.255.255,UNICOM-HL,ALLOCATED PORTABLE,60.14.0.0,60.15.255.255,CN,,zhaoyz3@chinaunicom.cn,,,,,,,,True
47.245.137.134,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
20.65.154.146,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdsg4vq0bf.stretchoid.com,True
120.232.177.187,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,120.192.0.0 - 120.255.255.255,CMNET,ALLOCATED PORTABLE,120.192.0.0,120.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
184.105.139.76,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-184-105-139-64-1,HURRICANE-CE2897-015D9281,ALLOCATION,184.105.139.64,184.105.139.127,,NET-184-104-0-0-1,,,,,,,,scan-02b.shadowserver.org,True
20.168.127.155,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; IPHostmaster IPHostmaster; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgep01af.stretchoid.com,True
43.106.140.129,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,43.0.0.0 - 43.127.255.255,ASEPL-SG,ALLOCATED PORTABLE,43.0.0.0,43.127.255.255,SG,,abuse@alibaba-inc.com,,,,,,,,True
64.62.156.187,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-86-5.shadowserver.org,True
47.245.176.193,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Network Abuse; Alibaba NOC,,NET-47-235-0-0-1,AL-3,DIRECT ALLOCATION,47.235.0.0,47.246.255.255,,NET-47-0-0-0-0,,,,,,,,,True
176.65.149.235,51396,ripencc,"PFCLOUD Pfcloud UG, DE",NL,Admin; pfcloud-mnt; MNT-ZEXOTEK; Pfcloud UG,,176.65.149.0 - 176.65.149.255,PFCLOUD-NET-2,ASSIGNED PA,176.65.149.0,176.65.149.255,NL,176.65.128.0 - 176.65.159.255,abuse@pfcloud.io,,,,,,,176.65.149.235.ptr.pfcloud.network,True
125.36.117.207,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,huang zheng; IRT-CU-CN; ChinaUnicom Hostmaster,,125.36.0.0 - 125.39.255.255,UNICOM-TJ,ALLOCATED PORTABLE,125.36.0.0,125.39.255.255,CN,,zhaoyz3@chinaunicom.cn,,,,,,,no-data,True
195.184.76.230,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,kent.probe.onyphe.net,True
216.244.66.230,23033,arin,"WOW - Wowrack.com, US",,Jimmy Pandra; Wowrack NOC; Wowrack Abuse Team; Wowrack.com,,NET-216-244-64-0-1,WOW-IPV4-NET3,DIRECT ALLOCATION,216.244.64.0,216.244.95.255,,NET-216-0-0-0-0,,,,,,,,,True
3.90.41.152,14618,arin,"AMAZON-AES - Amazon.com, Inc., US",,Amazon Data Services Northern Virginia; Amazon AWS Network Operations; Amazon EC2 Abuse; Amazon EC2 Network Operations,,NET-3-80-0-0-1,AMAZON-IAD,ALLOCATION,3.80.0.0,3.95.255.255,,NET-3-0-0-0-1,,,,,,,,ec2-3-90-41-152.compute-1.amazonaws.com,True
94.180.238.116,41668,ripencc,"ERTH-KAZAN-AS, RU",RU,"Aleksandr A. Shirykhanov; ER-Telecom ISP Contact Role; RAID-MNT; JSC ""ER-Telecom Holding"" Kazan' Branch; Alexander D Derebizov",,94.180.128.0 - 94.180.255.255,ERTH-KZN-94-180-128,ASSIGNED PA,94.180.128.0,94.180.255.255,RU,94.180.0.0 - 94.181.255.255,abuse@domru.ru,,,,,,,dynamicip-94-180-238-116.pppoe.kzn.ertelecom.ru,True
40.74.208.9,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-40-74-0-0-1,MSFT,DIRECT ALLOCATION,40.74.0.0,40.125.127.255,,NET-40-0-0-0-0,,,,,,,,azpdsge46mkj.stretchoid.com,True
18.190.15.50,16509,arin,"AMAZON-02 - Amazon.com, Inc., US",,AWS RPKI Management POC; Amazon EC2 Network Operations; DNS; Amazon AWS Network Operations; Amazon Technologies Inc.; IP Routing; IP Management,,NET-18-32-0-0-1,AT-88-Z,DIRECT ALLOCATION,18.32.0.0,18.255.255.255,,NET-18-0-0-0-0,,,,,,,,scan.visionheight.com,True
20.169.106.209,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgcjakqk.stretchoid.com,True
163.7.9.54,150436,apnic,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",ID,Byteplus Pte Ltd administrator; IRT-BYTEPLUS-SG,,163.7.0.0 - 163.7.127.254,BYTEPLUS-SG,ALLOCATED NON-PORTABLE,163.7.0.0,163.7.127.254,ID,,bd_abuse@bytedance.com,,,,,,,,True
45.156.129.177,211680,ripencc,"AS-BITSIGHT, PT",US,Data Operations; MNT-BST; Abuse-C Role,,45.156.129.0 - 45.156.129.255,INAP-CHI-1,ASSIGNED PA,45.156.129.0,45.156.129.255,US,45.156.128.0 - 45.156.131.255,optout@internet-census.org,,,,,,,sh-chi-us-gp6-wk134b.internet-census.org,True
64.62.197.148,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-48l.shadowserver.org,True
193.163.125.203,211298,ripencc,"DRIFTNET, GB",GB,Driftnet Hostmaster; lir-uk-driftnet-1-MNT,,193.163.125.128 - 193.163.125.255,DRIFTNET-IPV4-B,LIR-PARTITIONED PA,193.163.125.128,193.163.125.255,GB,193.163.125.0 - 193.163.125.255,network-abuse@driftnet.io,,,,,,,adorable.census.internet-measurement.com,True
175.192.243.185,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,175.192.0.0 - 175.207.255.255,KORNET-KR,ALLOCATED PORTABLE,175.192.0.0,175.207.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
193.29.13.167,42397,ripencc,"***************************************, RO",EU,RAGNARHOST; ro-btel2-1-mnt; Bunea TELECOM SRL; Ragnar Hosting NOC,,193.29.13.0 - 193.29.13.255,HOSTING-NETWORK,ASSIGNED PA,193.29.13.0,193.29.13.255,EU,193.29.12.0 - 193.29.15.255,abuse@ragnarnet.com,,,,,,,,True
65.49.1.140,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,,,,,,,scan-69-08.shadowserver.org,True
20.127.202.128,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,,,,,,,azpdesnc4dwz.stretchoid.com,True
120.239.218.126,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,120.192.0.0 - 120.255.255.255,CMNET,ALLOCATED PORTABLE,120.192.0.0,120.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
165.227.84.14,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-165-227-0-0-1,DIGITALOCEAN-165-227-0-0,DIRECT ALLOCATION,165.227.0.0,165.227.255.255,,NET-165-0-0-0-0,,,,,,,,d3b29af448.scan.leakix.org,True
146.190.149.252,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-146-190-0-0-1,DO-13,DIRECT ALLOCATION,146.190.0.0,146.190.255.255,,NET-146-0-0-0-0,,,,,,,,drive.census.shodan.io,True
141.98.83.48,209588,ripencc,"FLYSERVERS-ASN, PA",PA,mnt-pa-flyservers-1; Samuel Dawusa; GLOBAL-HOST; GLOBAL-HOST NETWORK OPERATIONS,,141.98.83.0 - 141.98.83.255,GLOBALHOST-NET,ASSIGNED PA,141.98.83.0,141.98.83.255,PA,141.98.80.0 - 141.98.83.255,abuse@global-host.net,,,,,,,,True
216.218.206.79,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-216-218-206-64-1,HURRICANE-CE2897-8B8B5023,ALLOCATION,216.218.206.64,216.218.206.127,,NET-216-218-128-0-1,,,,,,,,scan-06c.shadowserver.org,True
216.218.206.105,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-216-218-206-64-1,HURRICANE-CE2897-8B8B5023,ALLOCATION,216.218.206.64,216.218.206.127,,NET-216-218-128-0-1,,,,,,,,scan-08i.shadowserver.org,True
209.38.248.17,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; Network Operations Center",,NET-209-38-0-0-1,DO-13,DIRECT ALLOCATION,209.38.0.0,209.38.255.255,,NET-209-0-0-0-0,,,,,,,,c1fe727412.scan.leakix.org,True
65.49.20.121,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-20-64-1,HURRICANE-CE2897-3D419FB3,ALLOCATION,65.49.20.64,65.49.20.127,,NET-65-49-0-0-1,,,,,,,,scan-20m.shadowserver.org,True
20.169.107.229,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgos0erg.stretchoid.com,True
64.62.156.163,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-84-1.shadowserver.org,True
91.230.168.137,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.230.168.0 - 91.230.168.255,FR-ONYPHE-20191111,ALLOCATED PA,91.230.168.0,91.230.168.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,,,,,,,dan.probe.onyphe.net,True
64.62.156.214,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-156-0-1,HURRICANE-CE2897-4295868A,ALLOCATION,64.62.156.0,64.62.156.255,,NET-64-62-128-0-1,,,,,,,,scan-89-2.shadowserver.org,True
74.82.47.29,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.",,NET-74-82-47-0-1,HURRICANE-CE2897-FBF64106,ALLOCATION,74.82.47.0,74.82.47.63,,NET-74-82-0-0-1,,,,,,,,scan-12e.shadowserver.org,True
46.225.69.204,24940,ripencc,"HETZNER-AS, DE",DE,Dennis Diehm; Sebastian Krannich; Martin Fritzsche; Guenther Mueller; HOS-GUN; Hetzner Online GmbH; Stephan Konvickova; Hetzner Online GmbH - Contact Role; Martin Hetzner,,46.225.64.0 - 46.225.79.255,CLOUD-NBG1,ASSIGNED PA,46.225.64.0,46.225.79.255,DE,46.224.0.0 - 46.225.255.255,abuse@hetzner.com,,,,,,,static.204.69.225.46.clients.your-server.de,True
20.163.10.186,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Prachi Singh; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdws8kj2pq.stretchoid.com,True
85.217.140.18,209334,ripencc,"MODAT-01, NL",FR,Abuse-C Role; RIPE-NCC-HM-MNT; lir-nl-modat-1-MNT; Modat B.V.; security,,85.217.140.0 - 85.217.140.255,NL-MODAT-20050118,ALLOCATED PA,85.217.140.0,85.217.140.255,FR,0.0.0.0 - 255.255.255.255,abuse@modat.io,,,,,,,o318.scanner.modat.io,True
66.132.186.207,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-186-0-1,CENSY,DIRECT ALLOCATION,66.132.186.0,66.132.186.255,,NET-66-0-0-0-0,,,,,,,,207.186.132.66.censys-scanner.com,True
20.163.76.6,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdws4asgbk.stretchoid.com,True
20.169.105.181,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; IPHostmaster IPHostmaster; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,,,,,,,azpdwgc7kmzu.stretchoid.com,True
64.62.197.113,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,,,,,,,scan-47g.shadowserver.org,True
